ds,y,drug
2025-11-25,247,Amoxicillin 500mg
2025-11-26,236,Amoxicillin 500mg
2025-11-27,283,Amoxicillin 500mg
2025-11-28,291,Amoxicillin 500mg
2025-11-29,279,Amoxicillin 500mg
2025-11-30,265,Amoxicillin 500mg
2025-12-01,288,Amoxicillin 500mg
2025-12-02,301,Amoxicillin 500mg
2025-12-03,296,Amoxicillin 500mg
2025-12-04,279,Amoxicillin 500mg
2025-12-05,287,Amoxicillin 500mg
2025-12-06,249,Amoxicillin 500mg
2025-12-07,262,Amoxicillin 500mg
2025-12-08,275,Amoxicillin 500mg
2025-12-09,278,Amoxicillin 500mg
2025-12-10,291,Amoxicillin 500mg
2025-12-11,280,Amoxicillin 500mg
2025-12-12,279,Amoxicillin 500mg
2025-12-13,267,Amoxicillin 500mg
2025-12-14,267,Amoxicillin 500mg
2025-12-15,277,Amoxicillin 500mg
2025-12-16,304,Amoxicillin 500mg
2025-12-17,293,Amoxicillin 500mg
2025-12-18,300,Amoxicillin 500mg
2025-12-19,288,Amoxicillin 500mg
2025-12-20,270,Amoxicillin 500mg
2025-12-21,282,Amoxicillin 500mg
2025-12-22,275,Amoxicillin 500mg
2025-12-23,294,Amoxicillin 500mg
2025-12-24,295,Amoxicillin 500mg
2025-12-25,293,Amoxicillin 500mg
2025-12-26,286,Amoxicillin 500mg
2025-12-27,267,Amoxicillin 500mg
2025-12-28,275,Amoxicillin 500mg
2025-12-29,268,Amoxicillin 500mg
2025-12-30,294,Amoxicillin 500mg
2025-12-31,289,Amoxicillin 500mg
2026-01-01,287,Amoxicillin 500mg
2026-01-02,294,Amoxicillin 500mg
2026-01-03,272,Amoxicillin 500mg
2026-01-04,286,Amoxicillin 500mg
2026-01-05,287,Amoxicillin 500mg
2026-01-06,288,Amoxicillin 500mg
2026-01-07,299,Amoxicillin 500mg
2026-01-08,299,Amoxicillin 500mg
2026-01-09,283,Amoxicillin 500mg
2026-01-10,277,Amoxicillin 500mg
2026-01-11,272,Amoxicillin 500mg
2026-01-12,280,Amoxicillin 500mg
2026-01-13,299,Amoxicillin 500mg
2026-01-14,272,Amoxicillin 500mg
2026-01-15,296,Amoxicillin 500mg
2026-01-16,277,Amoxicillin 500mg
2026-01-17,269,Amoxicillin 500mg
2026-01-18,288,Amoxicillin 500mg
2026-01-19,293,Amoxicillin 500mg
2026-01-20,301,Amoxicillin 500mg
2026-01-21,281,Amoxicillin 500mg
2026-01-22,290,Amoxicillin 500mg
2026-01-23,297,Amoxicillin 500mg
2026-01-24,281,Amoxicillin 500mg
2026-01-25,269,Amoxicillin 500mg
2026-01-26,286,Amoxicillin 500mg
2026-01-27,289,Amoxicillin 500mg
2026-01-28,285,Amoxicillin 500mg
2026-01-29,292,Amoxicillin 500mg
2024-01-30,152,Ibuprofen 200mg
2024-01-31,156,Ibuprofen 200mg
2024-02-01,175,Ibuprofen 200mg
2024-02-02,172,Ibuprofen 200mg
2024-02-03,162,Ibuprofen 200mg
2024-02-04,153,Ibuprofen 200mg
2024-02-05,180,Ibuprofen 200mg
2024-02-06,166,Ibuprofen 200mg
2024-02-07,186,Ibuprofen 200mg
2024-02-08,164,Ibuprofen 200mg
2024-02-09,181,Ibuprofen 200mg
2024-02-10,149,Ibuprofen 200mg
2024-02-11,171,Ibuprofen 200mg
2024-02-12,190,Ibuprofen 200mg
2024-02-13,165,Ibuprofen 200mg
2024-02-14,157,Ibuprofen 200mg
2024-02-15,174,Ibuprofen 200mg
2024-02-16,181,Ibuprofen 200mg
2024-02-17,135,Ibuprofen 200mg
2024-02-18,144,Ibuprofen 200mg
2024-02-19,165,Ibuprofen 200mg
2024-02-20,183,Ibuprofen 200mg
2024-02-21,170,Ibuprofen 200mg
2024-02-22,183,Ibuprofen 200mg
2024-02-23,165,Ibuprofen 200mg
2024-02-24,146,Ibuprofen 200mg
2024-02-25,159,Ibuprofen 200mg
2024-02-26,181,Ibuprofen 200mg
2024-02-27,177,Ibuprofen 200mg
2024-02-28,175,Ibuprofen 200mg
2024-02-29,133,Ibuprofen 200mg
2024-03-01,107,Ibuprofen 200mg
2024-03-02,95,Ibuprofen 200mg
2024-03-03,114,Ibuprofen 200mg
2024-03-04,113,Ibuprofen 200mg
2024-03-05,106,Ibuprofen 200mg
2024-03-06,123,Ibuprofen 200mg
2024-03-07,104,Ibuprofen 200mg
2024-03-08,127,Ibuprofen 200mg
2024-03-09,109,Ibuprofen 200mg
2024-03-10,101,Ibuprofen 200mg
2024-03-11,124,Ibuprofen 200mg
2024-03-12,138,Ibuprofen 200mg
2024-03-13,126,Ibuprofen 200mg
2024-03-14,112,Ibuprofen 200mg
2024-03-15,112,Ibuprofen 200mg
2024-03-16,96,Ibuprofen 200mg
2024-03-17,85,Ibuprofen 200mg
2024-03-18,122,Ibuprofen 200mg
2024-03-19,104,Ibuprofen 200mg
2024-03-20,127,Ibuprofen 200mg
2024-03-21,109,Ibuprofen 200mg
2024-03-22,146,Ibuprofen 200mg
2024-03-23,86,Ibuprofen 200mg
2024-03-24,93,Ibuprofen 200mg
2024-03-25,137,Ibuprofen 200mg
2024-03-26,104,Ibuprofen 200mg
2024-03-27,124,Ibuprofen 200mg
2024-03-28,105,Ibuprofen 200mg
2024-03-29,111,Ibuprofen 200mg
2024-03-30,109,Ibuprofen 200mg
2024-03-31,97,Ibuprofen 200mg
2024-04-01,118,Ibuprofen 200mg
2024-04-02,113,Ibuprofen 200mg
2024-04-03,129,Ibuprofen 200mg
2024-04-04,111,Ibuprofen 200mg
2024-04-05,128,Ibuprofen 200mg
2024-04-06,109,Ibuprofen 200mg
2024-04-07,104,Ibuprofen 200mg
2024-04-08,131,Ibuprofen 200mg
2024-04-09,125,Ibuprofen 200mg
2024-04-10,115,Ibuprofen 200mg
2024-04-11,132,Ibuprofen 200mg
2024-04-12,129,Ibuprofen 200mg
2024-04-13,108,Ibuprofen 200mg
2024-04-14,92,Ibuprofen 200mg
2024-04-15,119,Ibuprofen 200mg
2024-04-16,110,Ibuprofen 200mg
2024-04-17,128,Ibuprofen 200mg
2024-04-18,126,Ibuprofen 200mg
2024-04-19,127,Ibuprofen 200mg
2024-04-20,101,Ibuprofen 200mg
2024-04-21,109,Ibuprofen 200mg
2024-04-22,134,Ibuprofen 200mg
2024-04-23,139,Ibuprofen 200mg
2024-04-24,122,Ibuprofen 200mg
2024-04-25,117,Ibuprofen 200mg
2024-04-26,123,Ibuprofen 200mg
2024-04-27,99,Ibuprofen 200mg
2024-04-28,110,Ibuprofen 200mg
2024-04-29,119,Ibuprofen 200mg
2024-04-30,112,Ibuprofen 200mg
2024-05-01,125,Ibuprofen 200mg
2024-05-02,131,Ibuprofen 200mg
2024-05-03,118,Ibuprofen 200mg
2024-05-04,93,Ibuprofen 200mg
2024-05-05,102,Ibuprofen 200mg
2024-05-06,119,Ibuprofen 200mg
2024-05-07,122,Ibuprofen 200mg
2024-05-08,124,Ibuprofen 200mg
2024-05-09,120,Ibuprofen 200mg
2024-05-10,143,Ibuprofen 200mg
2024-05-11,106,Ibuprofen 200mg
2024-05-12,110,Ibuprofen 200mg
2024-05-13,141,Ibuprofen 200mg
2024-05-14,115,Ibuprofen 200mg
2024-05-15,116,Ibuprofen 200mg
2024-05-16,123,Ibuprofen 200mg
2024-05-17,133,Ibuprofen 200mg
2024-05-18,104,Ibuprofen 200mg
2024-05-19,120,Ibuprofen 200mg
2024-05-20,125,Ibuprofen 200mg
2024-05-21,144,Ibuprofen 200mg
2024-05-22,112,Ibuprofen 200mg
2024-05-23,120,Ibuprofen 200mg
2024-05-24,124,Ibuprofen 200mg
2024-05-25,107,Ibuprofen 200mg
2024-05-26,100,Ibuprofen 200mg
2024-05-27,130,Ibuprofen 200mg
2024-05-28,121,Ibuprofen 200mg
2024-05-29,133,Ibuprofen 200mg
2024-05-30,120,Ibuprofen 200mg
2024-05-31,136,Ibuprofen 200mg
2024-06-01,99,Ibuprofen 200mg
2024-06-02,94,Ibuprofen 200mg
2024-06-03,124,Ibuprofen 200mg
2024-06-04,132,Ibuprofen 200mg
2024-06-05,139,Ibuprofen 200mg
2024-06-06,121,Ibuprofen 200mg
2024-06-07,128,Ibuprofen 200mg
2024-06-08,100,Ibuprofen 200mg
2024-06-09,116,Ibuprofen 200mg
2024-06-10,136,Ibuprofen 200mg
2024-06-11,131,Ibuprofen 200mg
2024-06-12,123,Ibuprofen 200mg
2024-06-13,135,Ibuprofen 200mg
2024-06-14,141,Ibuprofen 200mg
2024-06-15,109,Ibuprofen 200mg
2024-06-16,104,Ibuprofen 200mg
2024-06-17,129,Ibuprofen 200mg
2024-06-18,121,Ibuprofen 200mg
2024-06-19,117,Ibuprofen 200mg
2024-06-20,144,Ibuprofen 200mg
2024-06-21,127,Ibuprofen 200mg
2024-06-22,116,Ibuprofen 200mg
2024-06-23,103,Ibuprofen 200mg
2024-06-24,116,Ibuprofen 200mg
2024-06-25,112,Ibuprofen 200mg
2024-06-26,129,Ibuprofen 200mg
2024-06-27,130,Ibuprofen 200mg
2024-06-28,153,Ibuprofen 200mg
2024-06-29,127,Ibuprofen 200mg
2024-06-30,113,Ibuprofen 200mg
2024-07-01,121,Ibuprofen 200mg
2024-07-02,127,Ibuprofen 200mg
2024-07-03,145,Ibuprofen 200mg
2024-07-04,126,Ibuprofen 200mg
2024-07-05,125,Ibuprofen 200mg
2024-07-06,118,Ibuprofen 200mg
2024-07-07,98,Ibuprofen 200mg
2024-07-08,113,Ibuprofen 200mg
2024-07-09,130,Ibuprofen 200mg
2024-07-10,125,Ibuprofen 200mg
2024-07-11,117,Ibuprofen 200mg
2024-07-12,138,Ibuprofen 200mg
2024-07-13,102,Ibuprofen 200mg
2024-07-14,109,Ibuprofen 200mg
2024-07-15,129,Ibuprofen 200mg
2024-07-16,137,Ibuprofen 200mg
2024-07-17,128,Ibuprofen 200mg
2024-07-18,128,Ibuprofen 200mg
2024-07-19,127,Ibuprofen 200mg
2024-07-20,124,Ibuprofen 200mg
2024-07-21,130,Ibuprofen 200mg
2024-07-22,113,Ibuprofen 200mg
2024-07-23,126,Ibuprofen 200mg
2024-07-24,127,Ibuprofen 200mg
2024-07-25,120,Ibuprofen 200mg
2024-07-26,147,Ibuprofen 200mg
2024-07-27,104,Ibuprofen 200mg
2024-07-28,94,Ibuprofen 200mg
2024-07-29,124,Ibuprofen 200mg
2024-07-30,141,Ibuprofen 200mg
2024-07-31,147,Ibuprofen 200mg
2024-08-01,106,Ibuprofen 200mg
2024-08-02,129,Ibuprofen 200mg
2024-08-03,98,Ibuprofen 200mg
2024-08-04,127,Ibuprofen 200mg
2024-08-05,153,Ibuprofen 200mg
2024-08-06,132,Ibuprofen 200mg
2024-08-07,155,Ibuprofen 200mg
2024-08-08,111,Ibuprofen 200mg
2024-08-09,123,Ibuprofen 200mg
2024-08-10,85,Ibuprofen 200mg
2024-08-11,93,Ibuprofen 200mg
2024-08-12,140,Ibuprofen 200mg
2024-08-13,121,Ibuprofen 200mg
2024-08-14,146,Ibuprofen 200mg
2024-08-15,127,Ibuprofen 200mg
2024-08-16,108,Ibuprofen 200mg
2024-08-17,99,Ibuprofen 200mg
2024-08-18,98,Ibuprofen 200mg
2024-08-19,107,Ibuprofen 200mg
2024-08-20,124,Ibuprofen 200mg
2024-08-21,132,Ibuprofen 200mg
2024-08-22,139,Ibuprofen 200mg
2024-08-23,132,Ibuprofen 200mg
2024-08-24,111,Ibuprofen 200mg
2024-08-25,118,Ibuprofen 200mg
2024-08-26,129,Ibuprofen 200mg
2024-08-27,121,Ibuprofen 200mg
2024-08-28,140,Ibuprofen 200mg
2024-08-29,144,Ibuprofen 200mg
2024-08-30,143,Ibuprofen 200mg
2024-08-31,104,Ibuprofen 200mg
2024-09-01,116,Ibuprofen 200mg
2024-09-02,144,Ibuprofen 200mg
2024-09-03,120,Ibuprofen 200mg
2024-09-04,126,Ibuprofen 200mg
2024-09-05,133,Ibuprofen 200mg
2024-09-06,138,Ibuprofen 200mg
2024-09-07,97,Ibuprofen 200mg
2024-09-08,106,Ibuprofen 200mg
2024-09-09,127,Ibuprofen 200mg
2024-09-10,127,Ibuprofen 200mg
2024-09-11,134,Ibuprofen 200mg
2024-09-12,121,Ibuprofen 200mg
2024-09-13,142,Ibuprofen 200mg
2024-09-14,115,Ibuprofen 200mg
2024-09-15,107,Ibuprofen 200mg
2024-09-16,122,Ibuprofen 200mg
2024-09-17,121,Ibuprofen 200mg
2024-09-18,146,Ibuprofen 200mg
2024-09-19,120,Ibuprofen 200mg
2024-09-20,125,Ibuprofen 200mg
2024-09-21,120,Ibuprofen 200mg
2024-09-22,109,Ibuprofen 200mg
2024-09-23,133,Ibuprofen 200mg
2024-09-24,136,Ibuprofen 200mg
2024-09-25,139,Ibuprofen 200mg
2024-09-26,120,Ibuprofen 200mg
2024-09-27,135,Ibuprofen 200mg
2024-09-28,134,Ibuprofen 200mg
2024-09-29,112,Ibuprofen 200mg
2024-09-30,130,Ibuprofen 200mg
2024-10-01,132,Ibuprofen 200mg
2024-10-02,146,Ibuprofen 200mg
2024-10-03,142,Ibuprofen 200mg
2024-10-04,118,Ibuprofen 200mg
2024-10-05,108,Ibuprofen 200mg
2024-10-06,133,Ibuprofen 200mg
2024-10-07,121,Ibuprofen 200mg
2024-10-08,128,Ibuprofen 200mg
2024-10-09,133,Ibuprofen 200mg
2024-10-10,114,Ibuprofen 200mg
2024-10-11,124,Ibuprofen 200mg
2024-10-12,123,Ibuprofen 200mg
2024-10-13,112,Ibuprofen 200mg
2024-10-14,127,Ibuprofen 200mg
2024-10-15,128,Ibuprofen 200mg
2024-10-16,131,Ibuprofen 200mg
2024-10-17,147,Ibuprofen 200mg
2024-10-18,134,Ibuprofen 200mg
2024-10-19,121,Ibuprofen 200mg
2024-10-20,107,Ibuprofen 200mg
2024-10-21,123,Ibuprofen 200mg
2024-10-22,117,Ibuprofen 200mg
2024-10-23,127,Ibuprofen 200mg
2024-10-24,119,Ibuprofen 200mg
2024-10-25,137,Ibuprofen 200mg
2024-10-26,107,Ibuprofen 200mg
2024-10-27,114,Ibuprofen 200mg
2024-10-28,134,Ibuprofen 200mg
2024-10-29,127,Ibuprofen 200mg
2024-10-30,127,Ibuprofen 200mg
2024-10-31,123,Ibuprofen 200mg
2024-11-01,127,Ibuprofen 200mg
2024-11-02,116,Ibuprofen 200mg
2024-11-03,116,Ibuprofen 200mg
2024-11-04,120,Ibuprofen 200mg
2024-11-05,118,Ibuprofen 200mg
2024-11-06,138,Ibuprofen 200mg
2024-11-07,133,Ibuprofen 200mg
2024-11-08,141,Ibuprofen 200mg
2024-11-09,120,Ibuprofen 200mg
2024-11-10,123,Ibuprofen 200mg
2024-11-11,145,Ibuprofen 200mg
2024-11-12,173,Ibuprofen 200mg
2024-11-13,131,Ibuprofen 200mg
2024-11-14,125,Ibuprofen 200mg
2024-11-15,134,Ibuprofen 200mg
2024-11-16,111,Ibuprofen 200mg
2024-11-17,122,Ibuprofen 200mg
2024-11-18,155,Ibuprofen 200mg
2024-11-19,152,Ibuprofen 200mg
2024-11-20,130,Ibuprofen 200mg
2024-11-21,124,Ibuprofen 200mg
2024-11-22,140,Ibuprofen 200mg
2024-11-23,118,Ibuprofen 200mg
2024-11-24,119,Ibuprofen 200mg
2024-11-25,141,Ibuprofen 200mg
2024-11-26,190,Ibuprofen 200mg
2024-11-27,184,Ibuprofen 200mg
2024-11-28,194,Ibuprofen 200mg
2024-11-29,187,Ibuprofen 200mg
2024-11-30,166,Ibuprofen 200mg
2024-12-01,183,Ibuprofen 200mg
2024-12-02,208,Ibuprofen 200mg
2024-12-03,176,Ibuprofen 200mg
2024-12-04,177,Ibuprofen 200mg
2024-12-05,165,Ibuprofen 200mg
2024-12-06,175,Ibuprofen 200mg
2024-12-07,174,Ibuprofen 200mg
2024-12-08,157,Ibuprofen 200mg
2024-12-09,184,Ibuprofen 200mg
2024-12-10,181,Ibuprofen 200mg
2024-12-11,179,Ibuprofen 200mg
2024-12-12,179,Ibuprofen 200mg
2024-12-13,187,Ibuprofen 200mg
2024-12-14,165,Ibuprofen 200mg
2024-12-15,159,Ibuprofen 200mg
2024-12-16,190,Ibuprofen 200mg
2024-12-17,180,Ibuprofen 200mg
2024-12-18,173,Ibuprofen 200mg
2024-12-19,186,Ibuprofen 200mg
2024-12-20,192,Ibuprofen 200mg
2024-12-21,175,Ibuprofen 200mg
2024-12-22,143,Ibuprofen 200mg
2024-12-23,179,Ibuprofen 200mg
2024-12-24,191,Ibuprofen 200mg
2024-12-25,196,Ibuprofen 200mg
2024-12-26,182,Ibuprofen 200mg
2024-12-27,184,Ibuprofen 200mg
2024-12-28,157,Ibuprofen 200mg
2024-12-29,155,Ibuprofen 200mg
2024-12-30,194,Ibuprofen 200mg
2024-12-31,174,Ibuprofen 200mg
2025-01-01,180,Ibuprofen 200mg
2025-01-02,179,Ibuprofen 200mg
2025-01-03,187,Ibuprofen 200mg
2025-01-04,177,Ibuprofen 200mg
2025-01-05,171,Ibuprofen 200mg
2025-01-06,187,Ibuprofen 200mg
2025-01-07,172,Ibuprofen 200mg
2025-01-08,180,Ibuprofen 200mg
2025-01-09,190,Ibuprofen 200mg
2025-01-10,164,Ibuprofen 200mg
2025-01-11,157,Ibuprofen 200mg
2025-01-12,176,Ibuprofen 200mg
2025-01-13,186,Ibuprofen 200mg
2025-01-14,174,Ibuprofen 200mg
2025-01-15,200,Ibuprofen 200mg
2025-01-16,187,Ibuprofen 200mg
2025-01-17,181,Ibuprofen 200mg
2025-01-18,165,Ibuprofen 200mg
2025-01-19,172,Ibuprofen 200mg
2025-01-20,198,Ibuprofen 200mg
2025-01-21,202,Ibuprofen 200mg
2025-01-22,177,Ibuprofen 200mg
2025-01-23,180,Ibuprofen 200mg
2025-01-24,178,Ibuprofen 200mg
2025-01-25,160,Ibuprofen 200mg
2025-01-26,169,Ibuprofen 200mg
2025-01-27,189,Ibuprofen 200mg
2025-01-28,190,Ibuprofen 200mg
2025-01-29,199,Ibuprofen 200mg
2025-01-30,160,Ibuprofen 200mg
2025-01-31,194,Ibuprofen 200mg
2025-02-01,175,Ibuprofen 200mg
2025-02-02,163,Ibuprofen 200mg
2025-02-03,182,Ibuprofen 200mg
2025-02-04,179,Ibuprofen 200mg
2025-02-05,187,Ibuprofen 200mg
2025-02-06,196,Ibuprofen 200mg
2025-02-07,177,Ibuprofen 200mg
2025-02-08,164,Ibuprofen 200mg
2025-02-09,161,Ibuprofen 200mg
2025-02-10,202,Ibuprofen 200mg
2025-02-11,169,Ibuprofen 200mg
2025-02-12,212,Ibuprofen 200mg
2025-02-13,206,Ibuprofen 200mg
2025-02-14,192,Ibuprofen 200mg
2025-02-15,166,Ibuprofen 200mg
2025-02-16,167,Ibuprofen 200mg
2025-02-17,204,Ibuprofen 200mg
2025-02-18,168,Ibuprofen 200mg
2025-02-19,189,Ibuprofen 200mg
2025-02-20,193,Ibuprofen 200mg
2025-02-21,181,Ibuprofen 200mg
2025-02-22,166,Ibuprofen 200mg
2025-02-23,154,Ibuprofen 200mg
2025-02-24,183,Ibuprofen 200mg
2025-02-25,180,Ibuprofen 200mg
2025-02-26,180,Ibuprofen 200mg
2025-02-27,198,Ibuprofen 200mg
2025-02-28,185,Ibuprofen 200mg
2025-03-01,126,Ibuprofen 200mg
2025-03-02,120,Ibuprofen 200mg
2025-03-03,132,Ibuprofen 200mg
2025-03-04,141,Ibuprofen 200mg
2025-03-05,138,Ibuprofen 200mg
2025-03-06,132,Ibuprofen 200mg
2025-03-07,134,Ibuprofen 200mg
2025-03-08,138,Ibuprofen 200mg
2025-03-09,130,Ibuprofen 200mg
2025-03-10,138,Ibuprofen 200mg
2025-03-11,150,Ibuprofen 200mg
2025-03-12,129,Ibuprofen 200mg
2025-03-13,139,Ibuprofen 200mg
2025-03-14,134,Ibuprofen 200mg
2025-03-15,111,Ibuprofen 200mg
2025-03-16,113,Ibuprofen 200mg
2025-03-17,150,Ibuprofen 200mg
2025-03-18,136,Ibuprofen 200mg
2025-03-19,137,Ibuprofen 200mg
2025-03-20,130,Ibuprofen 200mg
2025-03-21,159,Ibuprofen 200mg
2025-03-22,121,Ibuprofen 200mg
2025-03-23,127,Ibuprofen 200mg
2025-03-24,147,Ibuprofen 200mg
2025-03-25,137,Ibuprofen 200mg
2025-03-26,125,Ibuprofen 200mg
2025-03-27,147,Ibuprofen 200mg
2025-03-28,162,Ibuprofen 200mg
2025-03-29,125,Ibuprofen 200mg
2025-03-30,129,Ibuprofen 200mg
2025-03-31,153,Ibuprofen 200mg
2025-04-01,148,Ibuprofen 200mg
2025-04-02,150,Ibuprofen 200mg
2025-04-03,142,Ibuprofen 200mg
2025-04-04,139,Ibuprofen 200mg
2025-04-05,132,Ibuprofen 200mg
2025-04-06,124,Ibuprofen 200mg
2025-04-07,133,Ibuprofen 200mg
2025-04-08,153,Ibuprofen 200mg
2025-04-09,131,Ibuprofen 200mg
2025-04-10,138,Ibuprofen 200mg
2025-04-11,134,Ibuprofen 200mg
2025-04-12,123,Ibuprofen 200mg
2025-04-13,119,Ibuprofen 200mg
2025-04-14,134,Ibuprofen 200mg
2025-04-15,128,Ibuprofen 200mg
2025-04-16,141,Ibuprofen 200mg
2025-04-17,139,Ibuprofen 200mg
2025-04-18,133,Ibuprofen 200mg
2025-04-19,120,Ibuprofen 200mg
2025-04-20,117,Ibuprofen 200mg
2025-04-21,140,Ibuprofen 200mg
2025-04-22,140,Ibuprofen 200mg
2025-04-23,137,Ibuprofen 200mg
2025-04-24,139,Ibuprofen 200mg
2025-04-25,136,Ibuprofen 200mg
2025-04-26,116,Ibuprofen 200mg
2025-04-27,107,Ibuprofen 200mg
2025-04-28,147,Ibuprofen 200mg
2025-04-29,146,Ibuprofen 200mg
2025-04-30,137,Ibuprofen 200mg
2025-05-01,142,Ibuprofen 200mg
2025-05-02,141,Ibuprofen 200mg
2025-05-03,146,Ibuprofen 200mg
2025-05-04,130,Ibuprofen 200mg
2025-05-05,152,Ibuprofen 200mg
2025-05-06,136,Ibuprofen 200mg
2025-05-07,136,Ibuprofen 200mg
2025-05-08,154,Ibuprofen 200mg
2025-05-09,131,Ibuprofen 200mg
2025-05-10,137,Ibuprofen 200mg
2025-05-11,107,Ibuprofen 200mg
2025-05-12,153,Ibuprofen 200mg
2025-05-13,119,Ibuprofen 200mg
2025-05-14,135,Ibuprofen 200mg
2025-05-15,133,Ibuprofen 200mg
2025-05-16,145,Ibuprofen 200mg
2025-05-17,115,Ibuprofen 200mg
2025-05-18,114,Ibuprofen 200mg
2025-05-19,142,Ibuprofen 200mg
2025-05-20,146,Ibuprofen 200mg
2025-05-21,152,Ibuprofen 200mg
2025-05-22,133,Ibuprofen 200mg
2025-05-23,152,Ibuprofen 200mg
2025-05-24,129,Ibuprofen 200mg
2025-05-25,119,Ibuprofen 200mg
2025-05-26,138,Ibuprofen 200mg
2025-05-27,138,Ibuprofen 200mg
2025-05-28,135,Ibuprofen 200mg
2025-05-29,157,Ibuprofen 200mg
2025-05-30,159,Ibuprofen 200mg
2025-05-31,138,Ibuprofen 200mg
2025-06-01,119,Ibuprofen 200mg
2025-06-02,147,Ibuprofen 200mg
2025-06-03,138,Ibuprofen 200mg
2025-06-04,138,Ibuprofen 200mg
2025-06-05,139,Ibuprofen 200mg
2025-06-06,149,Ibuprofen 200mg
2025-06-07,123,Ibuprofen 200mg
2025-06-08,117,Ibuprofen 200mg
2025-06-09,126,Ibuprofen 200mg
2025-06-10,143,Ibuprofen 200mg
2025-06-11,155,Ibuprofen 200mg
2025-06-12,135,Ibuprofen 200mg
2025-06-13,133,Ibuprofen 200mg
2025-06-14,115,Ibuprofen 200mg
2025-06-15,121,Ibuprofen 200mg
2025-06-16,146,Ibuprofen 200mg
2025-06-17,138,Ibuprofen 200mg
2025-06-18,162,Ibuprofen 200mg
2025-06-19,126,Ibuprofen 200mg
2025-06-20,147,Ibuprofen 200mg
2025-06-21,115,Ibuprofen 200mg
2025-06-22,124,Ibuprofen 200mg
2025-06-23,152,Ibuprofen 200mg
2025-06-24,149,Ibuprofen 200mg
2025-06-25,144,Ibuprofen 200mg
2025-06-26,160,Ibuprofen 200mg
2025-06-27,146,Ibuprofen 200mg
2025-06-28,119,Ibuprofen 200mg
2025-06-29,113,Ibuprofen 200mg
2025-06-30,156,Ibuprofen 200mg
2025-07-01,148,Ibuprofen 200mg
2025-07-02,125,Ibuprofen 200mg
2025-07-03,170,Ibuprofen 200mg
2025-07-04,152,Ibuprofen 200mg
2025-07-05,115,Ibuprofen 200mg
2025-07-06,128,Ibuprofen 200mg
2025-07-07,150,Ibuprofen 200mg
2025-07-08,154,Ibuprofen 200mg
2025-07-09,134,Ibuprofen 200mg
2025-07-10,147,Ibuprofen 200mg
2025-07-11,156,Ibuprofen 200mg
2025-07-12,126,Ibuprofen 200mg
2025-07-13,109,Ibuprofen 200mg
2025-07-14,136,Ibuprofen 200mg
2025-07-15,146,Ibuprofen 200mg
2025-07-16,151,Ibuprofen 200mg
2025-07-17,156,Ibuprofen 200mg
2025-07-18,149,Ibuprofen 200mg
2025-07-19,130,Ibuprofen 200mg
2025-07-20,120,Ibuprofen 200mg
2025-07-21,139,Ibuprofen 200mg
2025-07-22,144,Ibuprofen 200mg
2025-07-23,128,Ibuprofen 200mg
2025-07-24,138,Ibuprofen 200mg
2025-07-25,146,Ibuprofen 200mg
2025-07-26,131,Ibuprofen 200mg
2025-07-27,130,Ibuprofen 200mg
2025-07-28,153,Ibuprofen 200mg
2025-07-29,152,Ibuprofen 200mg
2025-07-30,153,Ibuprofen 200mg
2025-07-31,146,Ibuprofen 200mg
2025-08-01,158,Ibuprofen 200mg
2025-08-02,127,Ibuprofen 200mg
2025-08-03,127,Ibuprofen 200mg
2025-08-04,147,Ibuprofen 200mg
2025-08-05,163,Ibuprofen 200mg
2025-08-06,139,Ibuprofen 200mg
2025-08-07,157,Ibuprofen 200mg
2025-08-08,143,Ibuprofen 200mg
2025-08-09,141,Ibuprofen 200mg
2025-08-10,119,Ibuprofen 200mg
2025-08-11,145,Ibuprofen 200mg
2025-08-12,160,Ibuprofen 200mg
2025-08-13,140,Ibuprofen 200mg
2025-08-14,126,Ibuprofen 200mg
2025-08-15,140,Ibuprofen 200mg
2025-08-16,132,Ibuprofen 200mg
2025-08-17,136,Ibuprofen 200mg
2025-08-18,142,Ibuprofen 200mg
2025-08-19,163,Ibuprofen 200mg
2025-08-20,153,Ibuprofen 200mg
2025-08-21,158,Ibuprofen 200mg
2025-08-22,156,Ibuprofen 200mg
2025-08-23,136,Ibuprofen 200mg
2025-08-24,132,Ibuprofen 200mg
2025-08-25,158,Ibuprofen 200mg
2025-08-26,174,Ibuprofen 200mg
2025-08-27,145,Ibuprofen 200mg
2025-08-28,142,Ibuprofen 200mg
2025-08-29,157,Ibuprofen 200mg
2025-08-30,122,Ibuprofen 200mg
2025-08-31,131,Ibuprofen 200mg
2025-09-01,145,Ibuprofen 200mg
2025-09-02,150,Ibuprofen 200mg
2025-09-03,161,Ibuprofen 200mg
2025-09-04,148,Ibuprofen 200mg
2025-09-05,127,Ibuprofen 200mg
2025-09-06,140,Ibuprofen 200mg
2025-09-07,146,Ibuprofen 200mg
2025-09-08,143,Ibuprofen 200mg
2025-09-09,152,Ibuprofen 200mg
2025-09-10,148,Ibuprofen 200mg
2025-09-11,134,Ibuprofen 200mg
2025-09-12,137,Ibuprofen 200mg
2025-09-13,118,Ibuprofen 200mg
2025-09-14,120,Ibuprofen 200mg
2025-09-15,144,Ibuprofen 200mg
2025-09-16,143,Ibuprofen 200mg
2025-09-17,149,Ibuprofen 200mg
2025-09-18,160,Ibuprofen 200mg
2025-09-19,150,Ibuprofen 200mg
2025-09-20,128,Ibuprofen 200mg
