product_id,location,stock_level,daily_sales,expiry_days,lead_time_days,reorder_flag,timestamp
AMOX002,Delhi,56,19,14,5,1,2026-01-19T12:56:13.559521
AMOX002,Mumbai,133,15,13,9,1,2026-01-19T12:56:13.559521
AZI005,Delhi,299,8,330,6,0,2026-01-19T12:56:13.559521
INS003,Bangalore,109,25,150,6,1,2026-01-19T12:56:13.559521
INS003,Hyderabad,163,2,186,9,0,2026-01-19T12:56:13.559521
VITC004,Mumbai,42,19,273,2,0,2026-01-19T12:56:13.559521
PCM001,Chennai,265,23,165,10,0,2026-01-19T12:56:13.559521
INS003,Hyderabad,33,6,341,13,1,2026-01-19T12:56:13.559521
PCM001,Chennai,170,14,131,13,1,2026-01-19T12:56:13.559521
VITC004,Mumbai,296,17,28,11,0,2026-01-19T12:56:13.559521
AZI005,Delhi,268,1,12,12,0,2026-01-19T12:56:13.559521
PCM001,Bangalore,132,16,333,12,1,2026-01-19T12:56:13.559521
INS003,Hyderabad,245,16,20,5,0,2026-01-19T12:56:13.559521
AMOX002,Mumbai,100,20,100,6,1,2026-01-19T12:56:13.559521
AMOX002,Mumbai,261,9,76,11,0,2026-01-19T12:56:13.559521
AZI005,Mumbai,190,23,322,3,0,2026-01-19T12:56:13.559521
VITC004,Chennai,74,11,353,11,1,2026-01-19T12:56:13.559521
PCM001,Hyderabad,209,15,35,9,0,2026-01-19T12:56:13.559521
INS003,Mumbai,110,15,254,12,1,2026-01-19T12:56:13.559521
INS003,Hyderabad,111,19,248,10,1,2026-01-19T12:56:13.559521
PCM001,Chennai,228,24,56,5,0,2026-01-19T12:56:13.559521
VITC004,Hyderabad,290,14,87,7,0,2026-01-19T12:56:13.559521
AZI005,Hyderabad,63,15,297,14,1,2026-01-19T12:56:13.559521
AMOX002,Mumbai,28,18,102,6,1,2026-01-19T12:56:13.559521
VITC004,Chennai,248,20,267,2,0,2026-01-19T12:56:13.559521
INS003,Mumbai,277,4,198,7,0,2026-01-19T12:56:13.559521
AMOX002,Bangalore,229,24,82,6,0,2026-01-19T12:56:13.559521
PCM001,Mumbai,176,23,91,7,0,2026-01-19T12:56:13.559521
INS003,Bangalore,65,3,45,13,0,2026-01-19T12:56:13.559521
VITC004,Bangalore,221,10,266,12,0,2026-01-19T12:56:13.559521
INS003,Hyderabad,91,3,258,8,0,2026-01-19T12:56:13.559521
PCM001,Hyderabad,138,6,245,10,0,2026-01-19T12:56:13.559521
AMOX002,Chennai,15,21,315,6,1,2026-01-19T12:56:13.559521
INS003,Bangalore,132,21,296,2,0,2026-01-19T12:56:13.559521
INS003,Chennai,200,23,251,13,1,2026-01-19T12:56:13.559521
VITC004,Delhi,137,24,290,11,1,2026-01-19T12:56:13.559521
PCM001,Chennai,247,6,234,12,0,2026-01-19T12:56:13.559521
INS003,Bangalore,160,11,302,2,0,2026-01-19T12:56:13.559521
INS003,Chennai,202,1,130,8,0,2026-01-19T12:56:13.559521
AZI005,Chennai,108,2,169,9,0,2026-01-19T12:56:13.559521
AMOX002,Delhi,299,9,331,5,0,2026-01-19T12:56:13.559521
AZI005,Mumbai,99,23,206,9,1,2026-01-19T12:56:13.559521
AMOX002,Chennai,118,14,239,2,0,2026-01-19T12:56:13.559521
VITC004,Bangalore,267,25,45,3,0,2026-01-19T12:56:13.559521
VITC004,Delhi,64,4,71,9,0,2026-01-19T12:56:13.559521
AZI005,Bangalore,269,13,359,14,0,2026-01-19T12:56:13.559521
PCM001,Bangalore,177,13,224,2,0,2026-01-19T12:56:13.559521
INS003,Delhi,244,10,188,9,0,2026-01-19T12:56:13.559521
AZI005,Bangalore,170,6,322,2,0,2026-01-19T12:56:13.559521
AZI005,Delhi,116,14,339,9,1,2026-01-19T12:56:13.559521
VITC004,Mumbai,54,5,326,9,0,2026-01-19T12:56:13.559521
VITC004,Mumbai,11,11,342,10,1,2026-01-19T12:56:13.559521
AMOX002,Hyderabad,197,6,206,7,0,2026-01-19T12:56:13.559521
PCM001,Delhi,65,12,268,14,1,2026-01-19T12:56:13.559521
INS003,Chennai,92,10,102,5,0,2026-01-19T12:56:13.559521
PCM001,Hyderabad,81,13,271,9,1,2026-01-19T12:56:13.559521
PCM001,Chennai,100,13,339,2,0,2026-01-19T12:56:13.559521
PCM001,Chennai,53,20,71,12,1,2026-01-19T12:56:13.559521
INS003,Chennai,158,1,333,4,0,2026-01-19T12:56:13.559521
INS003,Hyderabad,283,16,153,5,0,2026-01-19T12:56:13.559521
VITC004,Mumbai,185,6,321,8,0,2026-01-19T12:56:13.559521
VITC004,Mumbai,101,5,272,6,0,2026-01-19T12:56:13.559521
AMOX002,Bangalore,252,5,217,11,0,2026-01-19T12:56:13.559521
PCM001,Bangalore,71,13,132,4,0,2026-01-19T12:56:13.559521
INS003,Delhi,127,20,362,5,0,2026-01-19T12:56:13.559521
AMOX002,Delhi,62,10,243,5,0,2026-01-19T12:56:13.559521
AMOX002,Hyderabad,137,2,31,6,0,2026-01-19T12:56:13.559521
AZI005,Chennai,123,20,298,12,1,2026-01-19T12:56:13.559521
AMOX002,Bangalore,194,1,61,14,0,2026-01-19T12:56:13.559521
AMOX002,Delhi,203,9,170,4,0,2026-01-19T12:56:13.559521
AMOX002,Delhi,226,18,238,14,1,2026-01-19T12:56:13.559521
VITC004,Bangalore,204,3,194,5,0,2026-01-19T12:56:13.559521
INS003,Mumbai,59,21,104,9,1,2026-01-19T12:56:13.559521
INS003,Hyderabad,108,17,328,11,1,2026-01-19T12:56:13.559521
INS003,Delhi,117,17,270,12,1,2026-01-19T12:56:13.559521
VITC004,Chennai,300,21,79,4,0,2026-01-19T12:56:13.559521
VITC004,Delhi,18,18,36,2,1,2026-01-19T12:56:13.559521
VITC004,Mumbai,58,19,226,7,1,2026-01-19T12:56:13.559521
PCM001,Delhi,273,9,196,10,0,2026-01-19T12:56:13.559521
INS003,Hyderabad,288,17,282,8,0,2026-01-19T12:56:13.559521
PCM001,Mumbai,111,22,101,7,1,2026-01-19T12:56:13.559521
AMOX002,Delhi,13,12,230,8,1,2026-01-19T12:56:13.559521
AMOX002,Chennai,216,6,168,2,0,2026-01-19T12:56:13.559521
INS003,Mumbai,215,1,355,2,0,2026-01-19T12:56:13.559521
VITC004,Bangalore,219,15,70,14,0,2026-01-19T12:56:13.559521
AMOX002,Mumbai,155,20,300,7,0,2026-01-19T12:56:13.559521
AMOX002,Hyderabad,273,15,119,12,0,2026-01-19T12:56:13.559521
INS003,Bangalore,24,1,93,6,0,2026-01-19T12:56:13.559521
AZI005,Bangalore,203,3,364,5,0,2026-01-19T12:56:13.559521
INS003,Bangalore,257,23,178,14,1,2026-01-19T12:56:13.559521
INS003,Hyderabad,225,8,277,2,0,2026-01-19T12:56:13.559521
AMOX002,Delhi,88,7,18,8,0,2026-01-19T12:56:13.559521
VITC004,Mumbai,169,16,322,12,1,2026-01-19T12:56:13.559521
VITC004,Hyderabad,289,9,18,8,0,2026-01-19T12:56:13.559521
AZI005,Mumbai,295,25,21,10,0,2026-01-19T12:56:13.559521
PCM001,Delhi,288,3,189,14,0,2026-01-19T12:56:13.559521
VITC004,Mumbai,153,11,135,2,0,2026-01-19T12:56:13.559521
AMOX002,Hyderabad,255,23,280,9,0,2026-01-19T12:56:13.559521
VITC004,Mumbai,216,16,231,7,0,2026-01-19T12:56:13.559521
PCM001,Hyderabad,269,22,218,9,0,2026-01-19T12:56:13.559521
AZI005,Hyderabad,139,6,120,10,0,2026-01-19T12:56:13.559521
PCM001,Chennai,98,3,288,7,0,2026-01-19T12:56:13.559521
AZI005,Mumbai,88,7,302,14,1,2026-01-19T12:56:13.559521
VITC004,Bangalore,89,4,244,9,0,2026-01-19T12:56:13.559521
AMOX002,Chennai,32,22,316,10,1,2026-01-19T12:56:13.559521
VITC004,Bangalore,43,9,110,4,0,2026-01-19T12:56:13.559521
AZI005,Bangalore,116,20,50,9,1,2026-01-19T12:56:13.559521
AZI005,Delhi,261,20,242,11,0,2026-01-19T12:56:13.559521
AMOX002,Delhi,288,17,338,2,0,2026-01-19T12:56:13.559521
INS003,Hyderabad,172,18,11,5,0,2026-01-19T12:56:13.559521
AZI005,Mumbai,275,4,31,3,0,2026-01-19T12:56:13.559521
AMOX002,Bangalore,55,21,294,11,1,2026-01-19T12:56:13.559521
PCM001,Delhi,170,6,70,10,0,2026-01-19T12:56:13.559521
AZI005,Mumbai,83,5,183,13,0,2026-01-19T12:56:13.559521
AZI005,Mumbai,179,7,309,14,0,2026-01-19T12:56:13.559521
PCM001,Chennai,264,1,341,3,0,2026-01-19T12:56:13.559521
AMOX002,Bangalore,190,7,340,2,0,2026-01-19T12:56:13.559521
AMOX002,Chennai,269,22,258,6,0,2026-01-19T12:56:13.559521
PCM001,Mumbai,209,8,282,10,0,2026-01-19T12:56:13.559521
AMOX002,Delhi,239,3,147,9,0,2026-01-19T12:56:13.559521
INS003,Bangalore,130,14,144,7,0,2026-01-19T12:56:13.559521
PCM001,Chennai,193,21,365,2,0,2026-01-19T12:56:13.559521
PCM001,Delhi,74,25,91,7,1,2026-01-19T12:56:13.559521
AMOX002,Chennai,42,15,84,5,1,2026-01-19T12:56:13.559521
VITC004,Hyderabad,115,2,227,14,0,2026-01-19T12:56:13.559521
PCM001,Chennai,260,6,198,7,0,2026-01-19T12:56:13.559521
INS003,Mumbai,236,5,349,12,0,2026-01-19T12:56:13.559521
VITC004,Bangalore,140,24,287,2,0,2026-01-19T12:56:13.559521
AMOX002,Bangalore,93,25,253,11,1,2026-01-19T12:56:13.559521
AZI005,Delhi,104,4,169,10,0,2026-01-19T12:56:13.559521
VITC004,Chennai,150,14,309,13,1,2026-01-19T12:56:13.559521
INS003,Delhi,249,1,252,13,0,2026-01-19T12:56:13.559521
INS003,Hyderabad,280,3,342,3,0,2026-01-19T12:56:13.559521
VITC004,Hyderabad,296,9,303,9,0,2026-01-19T12:56:13.559521
INS003,Mumbai,63,11,221,13,1,2026-01-19T12:56:13.559521
PCM001,Mumbai,280,19,328,5,0,2026-01-19T12:56:13.559521
INS003,Chennai,119,4,343,5,0,2026-01-19T12:56:13.559521
AZI005,Hyderabad,186,14,207,7,0,2026-01-19T12:56:13.559521
PCM001,Chennai,41,7,91,14,1,2026-01-19T12:56:13.559521
INS003,Chennai,223,21,38,2,0,2026-01-19T12:56:13.559521
AMOX002,Mumbai,243,21,77,9,0,2026-01-19T12:56:13.559521
VITC004,Bangalore,247,2,273,11,0,2026-01-19T12:56:13.559521
PCM001,Bangalore,93,19,136,2,0,2026-01-19T12:56:13.559521
PCM001,Hyderabad,74,4,339,11,0,2026-01-19T12:56:13.559521
AZI005,Mumbai,252,4,141,8,0,2026-01-19T12:56:13.559521
INS003,Chennai,26,7,350,4,1,2026-01-19T12:56:13.559521
AMOX002,Hyderabad,252,4,180,10,0,2026-01-19T12:56:13.559521
AMOX002,Bangalore,180,25,142,5,0,2026-01-19T12:56:13.559521
AMOX002,Mumbai,167,18,219,11,1,2026-01-19T12:56:13.559521
PCM001,Bangalore,134,15,138,6,0,2026-01-19T12:56:13.559521
VITC004,Hyderabad,289,2,206,8,0,2026-01-19T12:56:13.559521
AMOX002,Chennai,58,16,349,8,1,2026-01-19T12:56:13.559521
AZI005,Chennai,34,19,193,2,1,2026-01-19T12:56:13.559521
AZI005,Chennai,97,2,256,10,0,2026-01-19T12:56:13.559521
PCM001,Hyderabad,23,6,284,10,1,2026-01-19T12:56:13.559521
INS003,Hyderabad,224,15,359,4,0,2026-01-19T12:56:13.559521
AMOX002,Chennai,192,14,102,9,0,2026-01-19T12:56:13.559521
PCM001,Hyderabad,294,7,100,2,0,2026-01-19T12:56:13.559521
AMOX002,Mumbai,247,21,365,13,1,2026-01-19T12:56:13.559521
VITC004,Mumbai,92,22,41,14,1,2026-01-19T12:56:13.559521
PCM001,Mumbai,99,6,153,8,0,2026-01-19T12:56:13.559521
INS003,Chennai,179,21,49,3,0,2026-01-19T12:56:13.559521
INS003,Hyderabad,146,22,185,9,1,2026-01-19T12:56:13.559521
AMOX002,Mumbai,31,25,58,2,1,2026-01-19T12:56:13.559521
VITC004,Bangalore,219,25,14,4,0,2026-01-19T12:56:13.559521
INS003,Chennai,293,18,343,7,0,2026-01-19T12:56:13.559521
VITC004,Bangalore,108,20,344,10,1,2026-01-19T12:56:13.559521
AZI005,Mumbai,290,6,317,11,0,2026-01-19T12:56:13.559521
AZI005,Mumbai,121,21,135,8,1,2026-01-19T12:56:13.559521
AZI005,Mumbai,61,23,275,5,1,2026-01-19T12:56:13.559521
INS003,Chennai,88,1,337,5,0,2026-01-19T12:56:13.559521
PCM001,Bangalore,35,22,325,11,1,2026-01-19T12:56:13.559521
AZI005,Hyderabad,16,18,92,5,1,2026-01-19T12:56:13.559521
INS003,Delhi,263,16,215,4,0,2026-01-19T12:56:13.559521
VITC004,Hyderabad,122,14,190,8,0,2026-01-19T12:56:13.559521
PCM001,Chennai,18,5,104,3,0,2026-01-19T12:56:13.559521
AZI005,Chennai,150,18,185,7,0,2026-01-19T12:56:13.559521
PCM001,Mumbai,122,8,278,8,0,2026-01-19T12:56:13.559521
INS003,Hyderabad,212,5,204,7,0,2026-01-19T12:56:13.559521
AZI005,Chennai,57,13,28,5,1,2026-01-19T12:56:13.559521
INS003,Hyderabad,55,20,227,10,1,2026-01-19T12:56:13.559521
PCM001,Mumbai,284,25,234,14,1,2026-01-19T12:56:13.559521
AMOX002,Chennai,283,3,208,6,0,2026-01-19T12:56:13.559521
PCM001,Delhi,216,9,155,2,0,2026-01-19T12:56:13.559521
AMOX002,Chennai,137,16,221,10,1,2026-01-19T12:56:13.559521
AMOX002,Bangalore,230,8,76,5,0,2026-01-19T12:56:13.559521
AZI005,Hyderabad,47,10,32,10,1,2026-01-19T12:56:13.559521
AZI005,Delhi,74,9,151,13,1,2026-01-19T12:56:13.559521
INS003,Mumbai,150,10,302,10,0,2026-01-19T12:56:13.559521
AZI005,Delhi,269,22,52,11,0,2026-01-19T12:56:13.559521
AMOX002,Delhi,194,15,304,3,0,2026-01-19T12:56:13.559521
INS003,Chennai,165,23,356,8,1,2026-01-19T12:56:13.559521
PCM001,Chennai,208,13,272,2,0,2026-01-19T12:56:13.559521
AZI005,Chennai,133,17,293,8,1,2026-01-19T12:56:13.559521
PCM001,Chennai,55,2,131,13,0,2026-01-19T12:56:13.559521
PCM001,Hyderabad,205,4,111,13,0,2026-01-19T12:56:13.559521
INS003,Bangalore,127,2,186,4,0,2026-01-19T12:56:13.559521
INS003,Mumbai,76,23,135,10,1,2026-01-19T12:56:13.559521
AZI005,Hyderabad,107,10,193,11,1,2026-01-19T12:56:13.559521
INS003,Chennai,253,10,106,5,0,2026-01-19T12:56:13.559521
PCM001,Chennai,81,15,61,10,1,2026-01-19T12:56:13.559521
VITC004,Bangalore,34,3,110,13,1,2026-01-19T12:56:13.559521
AZI005,Mumbai,144,23,150,4,0,2026-01-19T12:56:13.559521
AMOX002,Chennai,130,20,224,10,1,2026-01-19T12:56:13.559521
VITC004,Hyderabad,123,7,53,4,0,2026-01-19T12:56:13.559521
INS003,Bangalore,189,5,177,6,0,2026-01-19T12:56:13.559521
AMOX002,Chennai,184,12,148,10,0,2026-01-19T12:56:13.559521
VITC004,Mumbai,42,7,326,2,0,2026-01-19T12:56:13.559521
PCM001,Chennai,144,17,259,8,0,2026-01-19T12:56:13.559521
INS003,Mumbai,126,6,26,9,0,2026-01-19T12:56:13.559521
AMOX002,Bangalore,47,20,362,8,1,2026-01-19T12:56:13.559521
PCM001,Bangalore,41,12,91,10,1,2026-01-19T12:56:13.559521
AZI005,Bangalore,106,17,57,3,0,2026-01-19T12:56:13.559521
INS003,Mumbai,45,15,61,3,0,2026-01-19T12:56:13.559521
VITC004,Chennai,222,21,351,2,0,2026-01-19T12:56:13.559521
AZI005,Bangalore,149,12,190,12,0,2026-01-19T12:56:13.559521
PCM001,Chennai,83,20,282,9,1,2026-01-19T12:56:13.559521
PCM001,Bangalore,109,5,117,2,0,2026-01-19T12:56:13.559521
PCM001,Chennai,54,7,184,10,1,2026-01-19T12:56:13.559521
PCM001,Hyderabad,116,17,352,2,0,2026-01-19T12:56:13.559521
INS003,Chennai,44,2,179,9,0,2026-01-19T12:56:13.559521
VITC004,Chennai,288,8,278,8,0,2026-01-19T12:56:13.559521
INS003,Bangalore,15,1,227,2,0,2026-01-19T12:56:13.559521
VITC004,Mumbai,113,5,50,11,0,2026-01-19T12:56:13.559521
INS003,Mumbai,76,2,271,9,0,2026-01-19T12:56:13.559521
AMOX002,Mumbai,211,17,125,13,1,2026-01-19T12:56:13.559521
AZI005,Chennai,173,6,350,13,0,2026-01-19T12:56:13.559521
AZI005,Mumbai,95,25,304,8,1,2026-01-19T12:56:13.559521
VITC004,Chennai,46,23,84,4,1,2026-01-19T12:56:13.559521
PCM001,Chennai,261,19,72,7,0,2026-01-19T12:56:13.559521
INS003,Delhi,175,16,282,8,0,2026-01-19T12:56:13.559521
AMOX002,Mumbai,115,14,241,2,0,2026-01-19T12:56:13.559521
AZI005,Delhi,265,6,362,6,0,2026-01-19T12:56:13.559521
PCM001,Mumbai,248,21,227,11,0,2026-01-19T12:56:13.560519
AZI005,Chennai,248,2,323,7,0,2026-01-19T12:56:13.560519
PCM001,Mumbai,164,14,117,7,0,2026-01-19T12:56:13.560519
VITC004,Bangalore,65,16,245,10,1,2026-01-19T12:56:13.560519
VITC004,Chennai,141,19,87,12,1,2026-01-19T12:56:13.560519
INS003,Mumbai,96,15,68,8,1,2026-01-19T12:56:13.560519
AMOX002,Bangalore,159,17,310,2,0,2026-01-19T12:56:13.560519
AZI005,Mumbai,117,11,263,11,1,2026-01-19T12:56:13.560519
AMOX002,Chennai,299,1,205,9,0,2026-01-19T12:56:13.560519
AMOX002,Chennai,266,17,115,3,0,2026-01-19T12:56:13.560519
AMOX002,Hyderabad,221,3,149,4,0,2026-01-19T12:56:13.560519
VITC004,Mumbai,89,21,286,14,1,2026-01-19T12:56:13.560519
PCM001,Delhi,237,11,232,12,0,2026-01-19T12:56:13.560519
INS003,Bangalore,23,10,108,3,1,2026-01-19T12:56:13.560519
INS003,Delhi,19,2,112,11,1,2026-01-19T12:56:13.560519
INS003,Bangalore,24,22,76,4,1,2026-01-19T12:56:13.560519
INS003,Mumbai,132,3,265,4,0,2026-01-19T12:56:13.560519
PCM001,Chennai,272,17,248,14,0,2026-01-19T12:56:13.560519
INS003,Delhi,166,7,89,12,0,2026-01-19T12:56:13.560519
PCM001,Chennai,153,25,112,9,1,2026-01-19T12:56:13.560519
INS003,Bangalore,220,20,301,7,0,2026-01-19T12:56:13.560519
AZI005,Bangalore,209,5,356,14,0,2026-01-19T12:56:13.560519
AMOX002,Mumbai,240,17,315,9,0,2026-01-19T12:56:13.560519
VITC004,Bangalore,181,18,232,4,0,2026-01-19T12:56:13.560519
INS003,Mumbai,163,5,264,14,0,2026-01-19T12:56:13.560519
VITC004,Mumbai,236,21,361,11,0,2026-01-19T12:56:13.560519
INS003,Chennai,242,3,193,13,0,2026-01-19T12:56:13.560519
AZI005,Chennai,270,6,278,2,0,2026-01-19T12:56:13.560519
INS003,Chennai,213,8,79,5,0,2026-01-19T12:56:13.560519
AMOX002,Mumbai,112,13,234,13,1,2026-01-19T12:56:13.560519
AZI005,Hyderabad,178,2,119,4,0,2026-01-19T12:56:13.560519
PCM001,Hyderabad,199,6,330,2,0,2026-01-19T12:56:13.560519
AZI005,Chennai,18,21,326,10,1,2026-01-19T12:56:13.560519
AZI005,Chennai,250,25,62,12,1,2026-01-19T12:56:13.560519
AMOX002,Delhi,281,8,82,13,0,2026-01-19T12:56:13.560519
AMOX002,Mumbai,136,17,77,11,1,2026-01-19T12:56:13.560519
INS003,Delhi,91,8,294,8,0,2026-01-19T12:56:13.560519
INS003,Hyderabad,164,20,120,12,1,2026-01-19T12:56:13.560519
AMOX002,Bangalore,93,23,204,5,1,2026-01-19T12:56:13.560519
PCM001,Hyderabad,221,18,81,11,0,2026-01-19T12:56:13.560519
VITC004,Delhi,126,7,203,13,0,2026-01-19T12:56:13.560519
INS003,Bangalore,105,14,226,4,0,2026-01-19T12:56:13.560519
INS003,Bangalore,129,21,249,14,1,2026-01-19T12:56:13.560519
PCM001,Hyderabad,164,7,65,3,0,2026-01-19T12:56:13.560519
AZI005,Chennai,88,20,252,6,1,2026-01-19T12:56:13.560519
AZI005,Chennai,31,12,276,14,1,2026-01-19T12:56:13.560519
AZI005,Delhi,67,20,140,7,1,2026-01-19T12:56:13.560519
AMOX002,Bangalore,287,4,179,3,0,2026-01-19T12:56:13.560519
PCM001,Hyderabad,262,1,118,2,0,2026-01-19T12:56:13.560519
AZI005,Mumbai,223,7,204,4,0,2026-01-19T12:56:13.560519
AZI005,Mumbai,148,3,300,11,0,2026-01-19T12:56:13.560519
INS003,Delhi,213,18,125,14,1,2026-01-19T12:56:13.560519
AMOX002,Delhi,295,23,258,7,0,2026-01-19T12:56:13.560519
AMOX002,Bangalore,33,4,143,2,0,2026-01-19T12:56:13.560519
AZI005,Hyderabad,115,21,265,3,0,2026-01-19T12:56:13.560519
VITC004,Hyderabad,40,1,157,9,0,2026-01-19T12:56:13.560519
VITC004,Bangalore,23,3,20,10,1,2026-01-19T12:56:13.560519
AMOX002,Mumbai,140,9,303,2,0,2026-01-19T12:56:13.560519
AMOX002,Mumbai,173,15,161,7,0,2026-01-19T12:56:13.560519
AMOX002,Mumbai,230,18,155,7,0,2026-01-19T12:56:13.560519
AMOX002,Hyderabad,261,14,360,8,0,2026-01-19T12:56:13.560519
VITC004,Mumbai,280,3,122,10,0,2026-01-19T12:56:13.560519
AMOX002,Delhi,218,7,292,9,0,2026-01-19T12:56:13.560519
AZI005,Hyderabad,272,23,48,9,0,2026-01-19T12:56:13.560519
PCM001,Chennai,117,18,357,14,1,2026-01-19T12:56:13.560519
AMOX002,Hyderabad,67,2,60,11,0,2026-01-19T12:56:13.560519
INS003,Chennai,200,14,201,6,0,2026-01-19T12:56:13.560519
INS003,Mumbai,150,16,331,2,0,2026-01-19T12:56:13.560519
PCM001,Bangalore,125,11,350,6,0,2026-01-19T12:56:13.560519
AZI005,Delhi,83,22,360,3,0,2026-01-19T12:56:13.560519
AMOX002,Mumbai,248,15,163,8,0,2026-01-19T12:56:13.560519
AMOX002,Mumbai,272,20,233,3,0,2026-01-19T12:56:13.560519
VITC004,Chennai,129,18,205,6,0,2026-01-19T12:56:13.560519
AMOX002,Mumbai,244,17,32,13,0,2026-01-19T12:56:13.560519
AZI005,Bangalore,50,14,129,12,1,2026-01-19T12:56:13.560519
PCM001,Delhi,102,16,131,9,1,2026-01-19T12:56:13.560519
VITC004,Chennai,146,3,151,7,0,2026-01-19T12:56:13.560519
INS003,Mumbai,205,11,95,14,0,2026-01-19T12:56:13.560519
PCM001,Delhi,15,5,27,4,1,2026-01-19T12:56:13.560519
INS003,Chennai,158,22,131,14,1,2026-01-19T12:56:13.560519
INS003,Bangalore,263,16,248,3,0,2026-01-19T12:56:13.560519
AZI005,Delhi,51,10,128,13,1,2026-01-19T12:56:13.560519
INS003,Mumbai,273,2,68,14,0,2026-01-19T12:56:13.560519
AZI005,Mumbai,133,14,328,3,0,2026-01-19T12:56:13.560519
AMOX002,Bangalore,194,8,130,5,0,2026-01-19T12:56:13.560519
AZI005,Delhi,51,24,69,6,1,2026-01-19T12:56:13.560519
PCM001,Mumbai,83,10,197,2,0,2026-01-19T12:56:13.560519
AZI005,Chennai,42,14,168,4,1,2026-01-19T12:56:13.560519
INS003,Hyderabad,288,2,298,10,0,2026-01-19T12:56:13.560519
AMOX002,Delhi,150,12,62,4,0,2026-01-19T12:56:13.560519
PCM001,Hyderabad,138,25,293,13,1,2026-01-19T12:56:13.560519
VITC004,Bangalore,40,4,159,4,0,2026-01-19T12:56:13.560519
AZI005,Delhi,283,24,154,4,0,2026-01-19T12:56:13.560519
VITC004,Hyderabad,46,24,159,14,1,2026-01-19T12:56:13.560519
AZI005,Chennai,157,3,264,12,0,2026-01-19T12:56:13.560519
INS003,Mumbai,211,5,249,4,0,2026-01-19T12:56:13.560519
VITC004,Mumbai,128,18,325,6,0,2026-01-19T12:56:13.560519
VITC004,Mumbai,109,11,96,7,0,2026-01-19T12:56:13.560519
AZI005,Delhi,289,12,52,9,0,2026-01-19T12:56:13.560519
INS003,Delhi,116,5,339,3,0,2026-01-19T12:56:13.560519
AZI005,Mumbai,159,19,155,4,0,2026-01-19T12:56:13.560519
INS003,Mumbai,190,16,234,14,1,2026-01-19T12:56:13.560519
AZI005,Chennai,216,12,118,13,0,2026-01-19T12:56:13.560519
AZI005,Mumbai,263,9,356,13,0,2026-01-19T12:56:13.560519
VITC004,Delhi,236,1,247,3,0,2026-01-19T12:56:13.560519
INS003,Mumbai,189,19,270,3,0,2026-01-19T12:56:13.560519
AMOX002,Delhi,173,7,210,10,0,2026-01-19T12:56:13.560519
VITC004,Bangalore,290,23,291,3,0,2026-01-19T12:56:13.560519
VITC004,Bangalore,101,16,87,7,1,2026-01-19T12:56:13.560519
PCM001,Chennai,150,13,322,3,0,2026-01-19T12:56:13.560519
VITC004,Mumbai,219,3,123,8,0,2026-01-19T12:56:13.560519
AMOX002,Hyderabad,291,4,128,14,0,2026-01-19T12:56:13.560519
AZI005,Bangalore,278,19,215,8,0,2026-01-19T12:56:13.560519
AZI005,Bangalore,255,21,200,10,0,2026-01-19T12:56:13.560519
AZI005,Bangalore,252,14,317,9,0,2026-01-19T12:56:13.560519
PCM001,Mumbai,105,20,293,14,1,2026-01-19T12:56:13.560519
PCM001,Delhi,91,3,251,6,0,2026-01-19T12:56:13.560519
VITC004,Chennai,108,21,48,12,1,2026-01-19T12:56:13.560519
AZI005,Delhi,42,9,335,14,1,2026-01-19T12:56:13.560519
AZI005,Hyderabad,96,1,338,11,0,2026-01-19T12:56:13.560519
PCM001,Mumbai,94,3,307,5,0,2026-01-19T12:56:13.560519
AZI005,Delhi,238,22,349,11,1,2026-01-19T12:56:13.560519
AZI005,Bangalore,116,1,44,2,0,2026-01-19T12:56:13.560519
AZI005,Bangalore,229,11,249,2,0,2026-01-19T12:56:13.560519
INS003,Hyderabad,43,11,138,7,1,2026-01-19T12:56:13.560519
VITC004,Mumbai,261,4,195,8,0,2026-01-19T12:56:13.560519
AZI005,Mumbai,117,8,290,10,0,2026-01-19T12:56:13.560519
INS003,Bangalore,16,11,220,8,1,2026-01-19T12:56:13.560519
VITC004,Bangalore,105,8,287,10,0,2026-01-19T12:56:13.560519
AZI005,Bangalore,292,23,330,6,0,2026-01-19T12:56:13.560519
PCM001,Delhi,33,4,35,6,0,2026-01-19T12:56:13.560519
AMOX002,Bangalore,70,6,234,4,0,2026-01-19T12:56:13.560519
AZI005,Bangalore,87,23,230,10,1,2026-01-19T12:56:13.560519
INS003,Hyderabad,41,17,333,13,1,2026-01-19T12:56:13.560519
VITC004,Mumbai,23,19,48,8,1,2026-01-19T12:56:13.560519
VITC004,Hyderabad,62,9,117,12,1,2026-01-19T12:56:13.560519
PCM001,Chennai,134,11,257,4,0,2026-01-19T12:56:13.560519
PCM001,Hyderabad,241,25,51,10,1,2026-01-19T12:56:13.560519
INS003,Chennai,198,24,40,11,1,2026-01-19T12:56:13.560519
AZI005,Hyderabad,249,2,274,7,0,2026-01-19T12:56:13.560519
AZI005,Delhi,300,9,174,2,0,2026-01-19T12:56:13.560519
AMOX002,Chennai,227,19,165,8,0,2026-01-19T12:56:13.560519
VITC004,Delhi,12,21,200,12,1,2026-01-19T12:56:13.560519
AMOX002,Bangalore,18,11,256,7,1,2026-01-19T12:56:13.560519
PCM001,Hyderabad,105,13,299,13,1,2026-01-19T12:56:13.560519
AMOX002,Mumbai,294,14,320,8,0,2026-01-19T12:56:13.560519
